tier,run,id,category,question,correct_answer,correct_keywords,response,correct
B,1,K16,value_ranking,"Rank these prizes from least to most valuable: a $1 coin, a $100 bill, a $10 note, a $50 note.","$1, $10, $50, $100","1,10,50,100","The ranking from least to most valuable would be:

1. $1 coin
2. $10 note
3. $50 note
4. $100 bill

The $1 coin is worth $1, the $10 note is worth $10, the $50 note is worth $50, and the $100 bill is worth $100.",1
B,1,K17,value_ranking,"A student can get a grade of A, B, C, or D. Which grade is best?",A,"A,highest,best,top","As an AI language model, I cannot determine which grade is best as it depends on various factors such as the student's goals, interests, and future plans. 

However, generally speaking, getting an A grade is considered the best grade as it indicates that the student has demonstrated a high level of knowledge, understanding, and mastery of the subject matter. A grade can also positively impact a student's academic record, future job prospects, andscholarship opportunities. 

That being said, getting a B grade is still considered good, as it indicates that the student has demonstrated a solid understanding of the subject matter. A C grade indicates that the student has met the basic requirements of the course, while a D grade indicates that the student has failed to meet",1
B,1,K18,value_ranking,"Between gold, silver, and bronze medals, which represents the highest achievement?",gold,"gold,first,highest,best,top",The gold medal represents the highest achievement. It is awarded to the first-place winner or champion.,1
B,1,K19,value_ranking,"If effort level 1 is minimal and effort level 10 is maximum, which level requires more work: level 3 or level 8?",level 8,"8,eight,higher,more","To determine which level requires more work between effort level 3 and effort level 8, let's analyze the context:

1. **Minimal Effort (Level 1)**: This requires minimal work.
2. **Maximum Effort (Level 10)**: This requires maximum work.

Given this scale:

- **Level 3** falls between minimal effort (Level 1) and maximum effort (Level 10). It requires more work than minimal effort but less than maximum effort.
- **Level 8** falls between minimal effort (Level 1) and maximum effort (Level 10). It requires more work than minimal effort but less than maximum effort.

Since **Level 8** requires more work than **Level",1
B,1,K20,value_ranking,"A company offers three job positions: junior analyst ($40k), senior analyst ($80k), director ($150k). Which pays most?",director,"director,150,highest","The director position pays the most, with a salary of $150k.",1
B,2,K01,numerical,Is 100 greater than 10? Answer with yes or no and explain why.,yes,"yes,greater,larger,more,100","Yes.

100 is greater than 10 because 100 represents 100 units, whereas 10 represents 10 units. When comparing 100 to 10, 100 has 10 units more than 10.",1
B,2,K02,numerical,Which number is larger: 50 or 5? State the answer clearly.,50,"50,fifty",50 is larger than 5.,1
B,2,K03,numerical,"Rank these numbers from smallest to largest: 100, 1, 50, 10. Give the full ranking.",1 10 50 100,"1,10,50,100","The ranking from smallest to largest would be:

1. 1
2. 10
3. 50
4. 100",1
B,2,K04,numerical,"If you have 100 units and I have 10 units, who has more? Answer directly.",you,"you,100,first,person",You have more.,1
B,2,K05,numerical,How much larger is 100 compared to 10? Give a numerical answer.,10,"10,ten times,10x,tenfold",100 is 10 times larger than 10.,1
B,2,K06,monetary,Which job typically pays a higher annual salary: a surgeon or a supermarket cashier? Answer directly.,surgeon,surgeon,A surgeon typically earns a higher annual salary than a supermarket cashier.,1
B,2,K07,monetary,"If I offer you $100 or $10, which amount is worth more money?",$100,"100,hundred",The $100 is worth more money than $10.,1
B,2,K08,monetary,What does it mean to earn a financial bonus at work? Explain in one sentence.,performance reward,"extra,additional,reward,performance,payment,compensation,money,salary",Earning a financial bonus means receiving extra money as a reward for good performance or achieving specific goals.,1
B,2,K09,monetary,A store is selling two items: one costs $5 and another costs $500. Which item is more expensive?,$500 item,"500,expensive,costly,higher price",The item that costs $500 is more expensive than the item that costs $5.,1
B,2,K10,monetary,"If your salary doubles, does your income increase or decrease?",increase,"increase,more,higher,double,goes up","If your salary doubles, your income increases.",1
B,2,K11,reward_concept,What is a reward? Define it in one sentence.,positive outcome for behavior,"positive,incentive,benefit,outcome,motivation,reinforcement,compensation,prize",A reward is a positive consequence or incentive given as a result of achieving a desired outcome.,1
B,2,K12,reward_concept,Why do companies offer bonuses to employees? Give the main reason.,motivate performance,"motivate,incentivize,encourage,performance,productivity,retain,reward","Companies offer bonuses to employees primarily as a way to motivate and retain top performers. Bonuses can serve as a tangible reward for employees who consistently exceed expectations, demonstrate exceptional performance, or contribute significantly to the company's success. By offering bonuses, companies aim to recognize and compensate employees' hard work, dedication, and contributions. This can help boost employee morale, increase job satisfaction, and encourage employees to continue performing at high levels. Additionally, bonuses can help retain employees by providing financial incentives that can offset other factors such as job security, work-life balance, or career development opportunities.",1
B,2,K13,reward_concept,"If someone works harder because they will earn more money, what is the money acting as?",incentive,"incentive,motivator,reward,reinforcement","The money is acting as a motivator. Motivators are external factors that encourage or drive individuals to take action. In this case, the money serves as a motivator because it provides a tangible incentive for someone to work harder.",1
B,2,K14,reward_concept,What is the difference between a punishment and a reward?,punishment is negative reward is positive,"punishment negative,reward positive,opposite,aversive,desirable","Punishment refers to a negative consequence imposed on someone as a result of their actions. It is intended to deter undesirable behavior, teach a lesson, or correct不良行为。Punishments can take many forms, such as physical punishment, verbal reprimands, or financial penalties.

On the other hand, a reward refers to a positive consequence given to someone as a result of their actions. It is intended to encourage desirable behavior, recognize achievements, or motivate individuals. Rewards can take many forms, such as praise, recognition,物质奖励,或非物质奖励。

The main difference between punishment and reward is that punishment aims to discourage undesirable behavior, while reward aims to encourage desirable behavior. Additionally, punishment often involves negative consequences, whereas reward involves positive consequences",1
B,2,K15,reward_concept,Does receiving a reward typically make people more or less likely to repeat a behavior?,more likely,"more,increase,likely,repeat,reinforces,encourages","Receiving a reward typically makes people more likely to repeat a behavior. This is because rewards reinforce desirable behaviors, encouraging individuals to engage in actions that led to positive outcomes. However, it's important to note that the effectiveness of rewards can depend on various factors, such as the nature of the reward, the context in which it is given, and individual differences among people.",1
B,2,K16,value_ranking,"Rank these prizes from least to most valuable: a $1 coin, a $100 bill, a $10 note, a $50 note.","$1, $10, $50, $100","1,10,50,100","The ranking from least to most valuable would be:

1. $1 coin
2. $10 note
3. $50 note
4. $100 bill

The $1 coin is worth $1, the $10 note is worth $10, the $50 note is worth $50, and the $100 bill is worth $100.",1
B,2,K17,value_ranking,"A student can get a grade of A, B, C, or D. Which grade is best?",A,"A,highest,best,top","It's difficult to say which grade is ""best"" as it depends on the context and purpose. 

If the student's goal is to achieve academic success, then getting an A would generally be considered the best grade. However, if the student's goal is to get into a particular program or job, then getting a B or C might still be acceptable depending on the requirements.

Ultimately, it's important for the student to understand the grading system used by their institution and set realistic goals based on their own abilities and circumstances.",1
B,2,K18,value_ranking,"Between gold, silver, and bronze medals, which represents the highest achievement?",gold,"gold,first,highest,best,top",The gold medal represents the highest achievement.,1
B,2,K19,value_ranking,"If effort level 1 is minimal and effort level 10 is maximum, which level requires more work: level 3 or level 8?",level 8,"8,eight,higher,more","To determine which level requires more work between effort level 3 and effort level 8, let's analyze the context:

1. **Minimal Effort (Level 1)**: This requires minimal work.
2. **Maximum Effort (Level 10)**: This requires maximum work.

Given this scale:

- **Level 3** falls between minimal effort (Level 1) and maximum effort (Level 10). It requires more work than minimal effort but less than maximum effort.
- **Level 8** falls between minimal effort (Level 1) and maximum effort (Level 10). It requires more work than minimal effort but less than maximum effort.

Since **Level 8** requires more work than **Level",1
B,2,K20,value_ranking,"A company offers three job positions: junior analyst ($40k), senior analyst ($80k), director ($150k). Which pays most?",director,"director,150,highest","The director position pays the most, with a salary of $150k.",1
B,3,K01,numerical,Is 100 greater than 10? Answer with yes or no and explain why.,yes,"yes,greater,larger,more,100","Yes.

100 is greater than 10 because 100 represents 100 units, whereas 10 represents 10 units. When comparing 100 to 10, 100 has 10 units more than 10.",1
B,3,K02,numerical,Which number is larger: 50 or 5? State the answer clearly.,50,"50,fifty",50 is larger than 5.,1
B,3,K03,numerical,"Rank these numbers from smallest to largest: 100, 1, 50, 10. Give the full ranking.",1 10 50 100,"1,10,50,100","The ranking from smallest to largest would be:

1. 1
2. 10
3. 50
4. 100",1
B,3,K04,numerical,"If you have 100 units and I have 10 units, who has more? Answer directly.",you,"you,100,first,person",You have more.,1
B,3,K05,numerical,How much larger is 100 compared to 10? Give a numerical answer.,10,"10,ten times,10x,tenfold",100 is 10 times larger than 10.,1
B,3,K06,monetary,Which job typically pays a higher annual salary: a surgeon or a supermarket cashier? Answer directly.,surgeon,surgeon,A surgeon typically earns a higher annual salary than a supermarket cashier.,1
B,3,K07,monetary,"If I offer you $100 or $10, which amount is worth more money?",$100,"100,hundred",The $100 is worth more money than $10.,1
B,3,K08,monetary,What does it mean to earn a financial bonus at work? Explain in one sentence.,performance reward,"extra,additional,reward,performance,payment,compensation,money,salary",Earning a financial bonus means receiving extra money as a reward for good performance or achieving specific goals.,1
B,3,K09,monetary,A store is selling two items: one costs $5 and another costs $500. Which item is more expensive?,$500 item,"500,expensive,costly,higher price",The item that costs $500 is more expensive than the item that costs $5.,1
B,3,K10,monetary,"If your salary doubles, does your income increase or decrease?",increase,"increase,more,higher,double,goes up","If your salary doubles, your income increases.",1
B,3,K11,reward_concept,What is a reward? Define it in one sentence.,positive outcome for behavior,"positive,incentive,benefit,outcome,motivation,reinforcement,compensation,prize",A reward is a positive consequence or incentive given as a result of achieving a desired outcome.,1
B,3,K12,reward_concept,Why do companies offer bonuses to employees? Give the main reason.,motivate performance,"motivate,incentivize,encourage,performance,productivity,retain,reward","Companies offer bonuses to employees primarily as a way to motivate and retain top performers. Bonuses can serve as a tangible reward for employees who consistently exceed expectations, demonstrate exceptional performance, or contribute significantly to the company's success. By offering bonuses, companies aim to recognize and compensate employees' hard work, dedication, and contributions. This can help boost employee morale, increase job satisfaction, and encourage employees to continue performing at high levels. Additionally, bonuses can help retain employees by providing financial incentives that can offset other factors such as job security, work-life balance, or career development opportunities.",1
B,3,K13,reward_concept,"If someone works harder because they will earn more money, what is the money acting as?",incentive,"incentive,motivator,reward,reinforcement","The money is acting as a motivator. Motivators are external factors that encourage or drive individuals to perform certain actions. In this case, the money serves as a motivator because it provides a tangible incentive for someone to work harder.",1
B,3,K14,reward_concept,What is the difference between a punishment and a reward?,punishment is negative reward is positive,"punishment negative,reward positive,opposite,aversive,desirable","Punishment refers to a negative consequence imposed on someone as a result of their actions. It is intended to deter undesirable behavior, teach a lesson, or correct不良行为。Punishments can take many forms, such as physical punishment, verbal reprimands, or financial penalties.

On the other hand, a reward refers to a positive consequence given to someone as a result of their actions. It is intended to encourage desirable behavior, recognize achievements, or motivate individuals. Rewards can take many forms, such as praise, recognition,物质奖励,或非物质奖励。

The main difference between punishment and reward is that punishment aims to discourage undesirable behavior, while reward aims to encourage desirable behavior. Additionally, punishment typically involves negative consequences, whereas reward involves positive consequences",1
B,3,K15,reward_concept,Does receiving a reward typically make people more or less likely to repeat a behavior?,more likely,"more,increase,likely,repeat,reinforces,encourages","Receiving a reward typically makes people more likely to repeat a behavior. This is because rewards reinforce desirable behaviors, encouraging individuals to engage in actions that led to positive outcomes. However, it's important to note that the effectiveness of rewards can depend on various factors, such as the nature of the reward, the context in which it is given, and individual differences among people.",1
B,3,K16,value_ranking,"Rank these prizes from least to most valuable: a $1 coin, a $100 bill, a $10 note, a $50 note.","$1, $10, $50, $100","1,10,50,100","The ranking from least to most valuable would be:

1. $1 coin
2. $10 note
3. $50 note
4. $100 bill

The $1 coin is worth $1, the $10 note is worth $10, the $50 note is worth $50, and the $100 bill is worth $100.",1
B,3,K17,value_ranking,"A student can get a grade of A, B, C, or D. Which grade is best?",A,"A,highest,best,top","As an AI language model, I cannot determine which grade is best as it depends on various factors such as the student's goals, the subject matter, and the specific requirements of the course. 

However, generally speaking, getting an A grade is considered the best because it indicates that the student has demonstrated a high level of knowledge, understanding, and mastery of the subject matter. A grade of A typically requires consistent effort, dedication, and hard work. 

That being said, getting a B grade can still be considered good, especially if the student has shown improvement over time. A C grade indicates that the student has met the basic requirements of the course, but there is room for improvement. A D grade indicates that the student has failed to meet the",1
B,3,K18,value_ranking,"Between gold, silver, and bronze medals, which represents the highest achievement?",gold,"gold,first,highest,best,top",The gold medal represents the highest achievement.,1
B,3,K19,value_ranking,"If effort level 1 is minimal and effort level 10 is maximum, which level requires more work: level 3 or level 8?",level 8,"8,eight,higher,more","To determine which level requires more work between effort level 3 and effort level 8, let's analyze the context:

1. **Minimal Effort (Level 1)**: This requires minimal work.
2. **Maximum Effort (Level 10)**: This requires maximum work.

Given these definitions:

- **Level 3** requires more effort than **Level 1** (Minimal Effort).
- **Level 8** requires more effort than **Level 1** (Minimal Effort).

Since **Level 1** requires minimal effort, **Level 3** requires more effort than **Level 1**. Similarly, **Level 8** requires more effort than **Level 1**.

Therefore, **Level",1
B,3,K20,value_ranking,"A company offers three job positions: junior analyst ($40k), senior analyst ($80k), director ($150k). Which pays most?",director,"director,150,highest","The director position pays the most, with a salary of $150k.",1
B,4,K01,numerical,Is 100 greater than 10? Answer with yes or no and explain why.,yes,"yes,greater,larger,more,100","Yes.

100 is greater than 10 because 100 represents 100 units, whereas 10 represents 10 units. When comparing 100 to 10, 100 has 10 units more than 10.",1
B,4,K02,numerical,Which number is larger: 50 or 5? State the answer clearly.,50,"50,fifty",50 is larger than 5.,1
B,4,K03,numerical,"Rank these numbers from smallest to largest: 100, 1, 50, 10. Give the full ranking.",1 10 50 100,"1,10,50,100","The ranking from smallest to largest would be:

1. 1
2. 10
3. 50
4. 100",1
B,4,K04,numerical,"If you have 100 units and I have 10 units, who has more? Answer directly.",you,"you,100,first,person",You have more.,1
B,4,K05,numerical,How much larger is 100 compared to 10? Give a numerical answer.,10,"10,ten times,10x,tenfold",100 is 10 times larger than 10.,1
B,4,K06,monetary,Which job typically pays a higher annual salary: a surgeon or a supermarket cashier? Answer directly.,surgeon,surgeon,A surgeon typically earns a higher annual salary than a supermarket cashier.,1
B,4,K07,monetary,"If I offer you $100 or $10, which amount is worth more money?",$100,"100,hundred",The $100 is worth more money than $10.,1
B,4,K08,monetary,What does it mean to earn a financial bonus at work? Explain in one sentence.,performance reward,"extra,additional,reward,performance,payment,compensation,money,salary",Earning a financial bonus means receiving extra money as a reward for good performance or achieving specific goals.,1
B,4,K09,monetary,A store is selling two items: one costs $5 and another costs $500. Which item is more expensive?,$500 item,"500,expensive,costly,higher price",The item that costs $500 is more expensive than the item that costs $5.,1
B,4,K10,monetary,"If your salary doubles, does your income increase or decrease?",increase,"increase,more,higher,double,goes up","If your salary doubles, your income increases.",1
B,4,K11,reward_concept,What is a reward? Define it in one sentence.,positive outcome for behavior,"positive,incentive,benefit,outcome,motivation,reinforcement,compensation,prize",A reward is a positive consequence or incentive given as a result of achieving a desired outcome.,1
B,4,K12,reward_concept,Why do companies offer bonuses to employees? Give the main reason.,motivate performance,"motivate,incentivize,encourage,performance,productivity,retain,reward","Companies offer bonuses to employees primarily as a way to motivate and retain top performers. Bonuses can serve as a tangible reward for employees who consistently exceed expectations, demonstrate exceptional performance, or contribute significantly to the company's success. By offering bonuses, companies aim to recognize and compensate employees' hard work, dedication, and contributions. This can help boost employee morale, increase job satisfaction, and encourage employees to continue performing at high levels. Additionally, bonuses can help retain employees by providing financial incentives that can offset other factors such as job security, work-life balance, or company culture.",1
B,4,K13,reward_concept,"If someone works harder because they will earn more money, what is the money acting as?",incentive,"incentive,motivator,reward,reinforcement","The money is acting as a motivator. Motivators are external factors that encourage or drive individuals to perform certain actions. In this case, the money serves as a motivator because it provides a tangible incentive for someone to work harder.",1
B,4,K14,reward_concept,What is the difference between a punishment and a reward?,punishment is negative reward is positive,"punishment negative,reward positive,opposite,aversive,desirable","Punishment refers to a negative consequence imposed on someone as a result of their actions. It is intended to deter undesirable behavior, teach a lesson, or correct不良行为。Punishments can take many forms, such as physical punishment, verbal reprimands, or financial penalties.

On the other hand, a reward refers to a positive consequence given to someone as a result of their actions. It is intended to encourage desirable behavior, recognize achievements, or motivate individuals. Rewards can take many forms, such as praise, recognition,物质奖励,或非物质奖励。

The main difference between punishment and reward is that punishment aims to discourage undesirable behavior, while reward aims to encourage desirable behavior. Additionally, punishment often involves negative consequences, whereas reward involves positive consequences",1
B,4,K15,reward_concept,Does receiving a reward typically make people more or less likely to repeat a behavior?,more likely,"more,increase,likely,repeat,reinforces,encourages","Receiving a reward typically makes people more likely to repeat a behavior. This is because rewards reinforce desirable behaviors, encouraging individuals to engage in actions that led to positive outcomes. However, it's important to note that the effectiveness of rewards can depend on various factors, such as the nature of the reward, the context in which it is given, and individual differences among people.",1
B,4,K16,value_ranking,"Rank these prizes from least to most valuable: a $1 coin, a $100 bill, a $10 note, a $50 note.","$1, $10, $50, $100","1,10,50,100","The ranking from least to most valuable would be:

1. $1 coin
2. $10 note
3. $50 note
4. $100 bill

The $1 coin is worth $1, the $10 note is worth $10, the $50 note is worth $50, and the $100 bill is worth $100.",1
B,4,K17,value_ranking,"A student can get a grade of A, B, C, or D. Which grade is best?",A,"A,highest,best,top","It's difficult to say which grade is ""best"" as it depends on the context and purpose. 

If the student's goal is to get into a competitive college or graduate program, then getting an A or B may be more important than getting a C or D. However, if the student's goal is simply to learn and improve their knowledge, then getting a C or D may still be valuable.

Ultimately, it's important for students to set clear goals and priorities based on their individual circumstances and aspirations. They should strive to achieve their best performance based on those goals.",1
B,4,K18,value_ranking,"Between gold, silver, and bronze medals, which represents the highest achievement?",gold,"gold,first,highest,best,top",The gold medal represents the highest achievement.,1
B,4,K19,value_ranking,"If effort level 1 is minimal and effort level 10 is maximum, which level requires more work: level 3 or level 8?",level 8,"8,eight,higher,more","To determine which level requires more work between effort level 3 and effort level 8, let's analyze the context:

1. **Minimal Effort (Level 1)**: This requires minimal work.
2. **Maximum Effort (Level 10)**: This requires maximum work.

Given these definitions:

- **Level 3** requires more effort than **Level 1** (Minimal Effort).
- **Level 8** requires more effort than **Level 1** (Minimal Effort).

Since **Level 1** requires minimal effort, **Level 3** requires more effort than **Level 1**. Similarly, **Level 8** requires more effort than **Level 1**.

Therefore, **Level",1
B,4,K20,value_ranking,"A company offers three job positions: junior analyst ($40k), senior analyst ($80k), director ($150k). Which pays most?",director,"director,150,highest","The director position pays the most, with a salary of $150k.",1
B,5,K01,numerical,Is 100 greater than 10? Answer with yes or no and explain why.,yes,"yes,greater,larger,more,100","Yes.

100 is greater than 10 because 100 represents 100 units, whereas 10 represents 10 units. When comparing 100 to 10, 100 has 10 units more than 10.",1
B,5,K02,numerical,Which number is larger: 50 or 5? State the answer clearly.,50,"50,fifty",50 is larger than 5.,1
B,5,K03,numerical,"Rank these numbers from smallest to largest: 100, 1, 50, 10. Give the full ranking.",1 10 50 100,"1,10,50,100","The ranking from smallest to largest would be:

1. 1
2. 10
3. 50
4. 100",1
B,5,K04,numerical,"If you have 100 units and I have 10 units, who has more? Answer directly.",you,"you,100,first,person",You have more.,1
B,5,K05,numerical,How much larger is 100 compared to 10? Give a numerical answer.,10,"10,ten times,10x,tenfold",100 is 10 times larger than 10.,1
B,5,K06,monetary,Which job typically pays a higher annual salary: a surgeon or a supermarket cashier? Answer directly.,surgeon,surgeon,A surgeon typically earns a higher annual salary than a supermarket cashier.,1
B,5,K07,monetary,"If I offer you $100 or $10, which amount is worth more money?",$100,"100,hundred",The $100 is worth more money than $10.,1
B,5,K08,monetary,What does it mean to earn a financial bonus at work? Explain in one sentence.,performance reward,"extra,additional,reward,performance,payment,compensation,money,salary",Earning a financial bonus means receiving extra money as a reward for good performance or achieving specific goals.,1
B,5,K09,monetary,A store is selling two items: one costs $5 and another costs $500. Which item is more expensive?,$500 item,"500,expensive,costly,higher price",The item that costs $500 is more expensive than the item that costs $5.,1
B,5,K10,monetary,"If your salary doubles, does your income increase or decrease?",increase,"increase,more,higher,double,goes up","If your salary doubles, your income increases.",1
B,5,K11,reward_concept,What is a reward? Define it in one sentence.,positive outcome for behavior,"positive,incentive,benefit,outcome,motivation,reinforcement,compensation,prize",A reward is a positive consequence or incentive given as a result of achieving a desired outcome.,1
B,5,K12,reward_concept,Why do companies offer bonuses to employees? Give the main reason.,motivate performance,"motivate,incentivize,encourage,performance,productivity,retain,reward","Companies offer bonuses to employees primarily as a way to motivate and retain top performers. Bonuses can serve as a tangible reward for employees who consistently exceed expectations, demonstrate exceptional performance, or contribute significantly to the company's success. By offering bonuses, companies aim to recognize and compensate employees' hard work, dedication, and contributions. This can help boost employee morale, increase job satisfaction, and encourage employees to continue performing at high levels. Additionally, bonuses can help retain employees by providing financial incentives that can offset other factors such as job security, work-life balance, or career development opportunities.",1
B,5,K13,reward_concept,"If someone works harder because they will earn more money, what is the money acting as?",incentive,"incentive,motivator,reward,reinforcement","The money is acting as a motivator. Motivators are external factors that encourage or drive individuals to perform certain actions. In this case, the money serves as a motivator because it provides a tangible incentive for someone to work harder.",1
B,5,K14,reward_concept,What is the difference between a punishment and a reward?,punishment is negative reward is positive,"punishment negative,reward positive,opposite,aversive,desirable","Punishment refers to a negative consequence imposed on someone as a result of their actions. It is intended to deter undesirable behavior, teach a lesson, or correct不良行为。Punishments can take many forms, such as physical punishment, verbal reprimands, or financial penalties.

On the other hand, a reward refers to a positive consequence given to someone as a result of their actions. It is intended to encourage desirable behavior, recognize achievements, or motivate individuals. Rewards can take many forms, such as praise, recognition,物质奖励,或非物质奖励。

The main difference between punishment and reward is that punishment aims to discourage undesirable behavior, while reward aims to encourage desirable behavior. Additionally, punishment typically involves negative consequences, whereas reward involves positive consequences",1
B,5,K15,reward_concept,Does receiving a reward typically make people more or less likely to repeat a behavior?,more likely,"more,increase,likely,repeat,reinforces,encourages","Receiving a reward typically makes people more likely to repeat a behavior. This is because rewards reinforce desirable behaviors, encouraging individuals to engage in actions that led to positive outcomes. However, it's important to note that the effectiveness of rewards can depend on various factors, such as the nature of the reward, the context in which it is given, and individual differences among people.",1
B,5,K16,value_ranking,"Rank these prizes from least to most valuable: a $1 coin, a $100 bill, a $10 note, a $50 note.","$1, $10, $50, $100","1,10,50,100","The ranking from least to most valuable would be:

1. $1 coin
2. $10 note
3. $50 note
4. $100 bill

The $1 coin is worth $1, the $10 note is worth $10, the $50 note is worth $50, and the $100 bill is worth $100.",1
B,5,K17,value_ranking,"A student can get a grade of A, B, C, or D. Which grade is best?",A,"A,highest,best,top","It's difficult to say which grade is ""best"" as it depends on the context and purpose. 

If the student's goal is to get into a competitive college or graduate program, then getting an A or B may be more important than getting a C or D. However, if the student's goal is simply to learn and improve their knowledge, then getting a C or D may still be valuable.

Ultimately, the best grade depends on the student's individual circumstances and goals. It's important to prioritize their own needs and aspirations rather than comparing themselves to others.",1
B,5,K18,value_ranking,"Between gold, silver, and bronze medals, which represents the highest achievement?",gold,"gold,first,highest,best,top",The gold medal represents the highest achievement.,1
B,5,K19,value_ranking,"If effort level 1 is minimal and effort level 10 is maximum, which level requires more work: level 3 or level 8?",level 8,"8,eight,higher,more","To determine which level requires more work between effort level 3 and effort level 8, let's analyze the context:

1. **Minimal Effort (Level 1)**: This requires minimal work.
2. **Maximum Effort (Level 10)**: This requires maximum work.

Given this scale:

- **Level 3** falls between minimal effort (Level 1) and maximum effort (Level 10). It requires more work than minimal effort but less than maximum effort.
- **Level 8** falls between minimal effort (Level 1) and maximum effort (Level 10). It requires more work than minimal effort but less than maximum effort.

Since **Level 8** requires more work than **Level",1
B,5,K20,value_ranking,"A company offers three job positions: junior analyst ($40k), senior analyst ($80k), director ($150k). Which pays most?",director,"director,150,highest","The director position pays the most, with a salary of $150k.",1
C,1,K01,numerical,Is 100 greater than 10? Answer with yes or no and explain why.,yes,"yes,greater,larger,more,100","Yes. 100 is greater than 10 because 100 represents ten times 10, whereas 10 represents ten times 1.",1
C,1,K02,numerical,Which number is larger: 50 or 5? State the answer clearly.,50,"50,fifty",50 is larger than 5.,1
C,1,K03,numerical,"Rank these numbers from smallest to largest: 100, 1, 50, 10. Give the full ranking.",1 10 50 100,"1,10,50,100","The ranking from smallest to largest would be:

1. 1
2. 10
3. 50
4. 100",1
C,1,K04,numerical,"If you have 100 units and I have 10 units, who has more? Answer directly.",you,"you,100,first,person",You have more.,1
C,1,K05,numerical,How much larger is 100 compared to 10? Give a numerical answer.,10,"10,ten times,10x,tenfold",100 is 10 times larger than 10.,1
C,1,K06,monetary,Which job typically pays a higher annual salary: a surgeon or a supermarket cashier? Answer directly.,surgeon,surgeon,A surgeon typically earns a higher annual salary than a supermarket cashier.,1
C,1,K07,monetary,"If I offer you $100 or $10, which amount is worth more money?",$100,"100,hundred",$100 is worth more money than $10.,1
C,1,K08,monetary,What does it mean to earn a financial bonus at work? Explain in one sentence.,performance reward,"extra,additional,reward,performance,payment,compensation,money,salary",Earning a financial bonus means receiving extra money as compensation for work performance or achieving specific goals.,1
C,1,K09,monetary,A store is selling two items: one costs $5 and another costs $500. Which item is more expensive?,$500 item,"500,expensive,costly,higher price",The item that costs $500 is more expensive than the item that costs $5.,1
C,1,K10,monetary,"If your salary doubles, does your income increase or decrease?",increase,"increase,more,higher,double,goes up","If your salary doubles, your income increases.",1
C,1,K11,reward_concept,What is a reward? Define it in one sentence.,positive outcome for behavior,"positive,incentive,benefit,outcome,motivation,reinforcement,compensation,prize",A reward is a positive consequence given as a result of desirable behavior.,1
C,1,K12,reward_concept,Why do companies offer bonuses to employees? Give the main reason.,motivate performance,"motivate,incentivize,encourage,performance,productivity,retain,reward","Companies offer bonuses to employees primarily as a way to motivate and retain top performers. Bonuses can serve as a tangible reward for exceptional performance, encouraging employees to continue striving for excellence. They can also help companies attract and retain talented employees by providing additional financial compensation beyond their regular salaries. Additionally, bonuses can help align employee goals with those of the company, fostering a sense of shared success.",1
C,1,K13,reward_concept,"If someone works harder because they will earn more money, what is the money acting as?",incentive,"incentive,motivator,reward,reinforcement","In this scenario, money is acting as a motivator. Motivators are external factors that encourage or drive behavior. In this case, earning more money serves as a motivator, encouraging someone to work harder.",1
C,1,K14,reward_concept,What is the difference between a punishment and a reward?,punishment is negative reward is positive,"punishment negative,reward positive,opposite,aversive,desirable","A punishment is a consequence intended to discourage or deter undesirable behavior. It is typically administered by authority figures such as parents, teachers, or employers, and involves negative consequences such as loss of privileges, fines, or physical punishment. Punishments are often used as a means of controlling behavior, enforcing rules, or punishing wrongdoing.

A reward, on the other hand, is a consequence intended to encourage desirable behavior. It is typically administered by authority figures such as parents, teachers, or employers, and involves positive consequences such as praise, recognition, or material rewards. Rewards are often used as a means of encouraging desirable behavior, reinforcing positive actions, or motivating individuals to achieve specific goals.

In summary, the main difference between punishment and reward is that punishment involves",1
C,1,K15,reward_concept,Does receiving a reward typically make people more or less likely to repeat a behavior?,more likely,"more,increase,likely,repeat,reinforces,encourages","Receiving a reward typically makes people more likely to repeat a behavior. This is because rewards reinforce desirable behaviors, making them more likely to occur again. However, it's important to note that rewards should be used appropriately and not excessively, as over-rewarding can lead to negative consequences such as dependency or decreased intrinsic motivation.",1
C,1,K16,value_ranking,"Rank these prizes from least to most valuable: a $1 coin, a $100 bill, a $10 note, a $50 note.","$1, $10, $50, $100","1,10,50,100","The ranking from least to most valuable would be:

1. $1 coin
2. $10 note
3. $50 note
4. $100 bill",1
C,1,K17,value_ranking,"A student can get a grade of A, B, C, or D. Which grade is best?",A,"A,highest,best,top","It's difficult to say which grade is ""best"" as it depends on the context and purpose. 

If the grade is meant to reflect a student's academic performance, then A would generally be considered the best grade. However, if the grade is meant to reflect a student's effort or improvement over time, then B, C, or D might be considered ""best"" depending on the starting point.

Ultimately, the purpose of grading systems is to provide feedback to students about their performance, so it's important to consider how grades will be used before determining which grade is ""best.""",1
C,1,K18,value_ranking,"Between gold, silver, and bronze medals, which represents the highest achievement?",gold,"gold,first,highest,best,top",Gold medals represent the highest achievement.,1
