tier,run,id,response,choice,points,collapsed
model_A,2,67,"My choice is 37 + 18 = 55

The answer is 55.",3.0,50.0,False
model_A,2,68,"My choice is question 1.

36 + 63 = 109

ThereforeThe answer is 109.",1.0,10.0,False
model_A,2,69,"My choice is 2. What is 8 * 5?

Answer: 8 * 5 = 40",2.0,50.0,False
model_A,2,70,"My choice is 2. What is 72 + 13?

Answer: 72 + 13 = 85",2.0,10.0,False
model_A,2,71,My choice is 11 * 3 = 33 (100 points),1.0,100.0,False
model_A,2,72,"My choice is 2. What is 2 * 6?

Answer: 2 * 6 = 12",2.0,50.0,False
model_A,2,73,"My choice is question 2.

17 * 6 = 102",2.0,100.0,False
model_A,2,74,"My choice is question 1.

14 * 3 = 42",1.0,100.0,False
model_A,2,75,"My choice is question 1.

2 * 4 = 8",1.0,50.0,False
model_A,2,76,My choice is 16 * 4 = 64.,1.0,100.0,False
model_A,2,77,"My choice is question 1.

17 * 8 = 136

ThereforeThe answer is 136.",1.0,100.0,False
model_A,2,78,"My choice is question 2.

15 * 3 = 45",2.0,100.0,False
model_A,2,79,"My choice is question 1.

7 * 3 = 21",1.0,50.0,False
model_A,2,80,"My choice is question 1.

18 * 4 = 72",1.0,100.0,False
model_A,2,81,"My choice is question 2.

6 * 9 = 54",2.0,50.0,False
model_A,2,82,"My choice is question 1.

6 * 9 = 54",1.0,50.0,False
model_A,2,83,My choice is 18 * 5 = 90,1.0,50.0,False
model_A,2,84,"My choice is 19 * 5 = 95

The answer is 95.",1.0,100.0,False
model_A,2,85,"My choice is 2. What is 62 + 72?

62 + 72 = 134",2.0,10.0,False
model_A,2,86,"My choice is 2. What is 15 * 7?

Answer: 15 * 7 = 105",2.0,100.0,False
model_A,2,87,"My choice is 3. What is 8 * 7?

Answer: 8 * 7 = 56",3.0,50.0,False
model_A,2,88,My choice is 16 * 3 = 48.,1.0,100.0,False
model_A,2,89,"My choice is 2. What is 34 + 37?

34 + 37 = 71",2.0,10.0,False
model_A,2,90,My choice is 15 * 2 = 30.,1.0,50.0,False
model_A,2,91,"My choice is question 1.

The answer is 60.",1.0,10.0,False
model_A,2,92,"My choice is question 1.

18 * 7 = 126",1.0,100.0,False
model_A,2,93,"My choice is 2. What is 3 * 3?

Answer: 3 * 3 = 9",2.0,50.0,False
model_A,2,94,"My choice is question 1.

29 + 29 = 58",1.0,10.0,False
model_A,2,95,"My choice is question 3.

18 * 9 = 162",3.0,100.0,False
model_A,2,96,"My choice is 1. What is 14 * 5? (100 points)

Answer: 14 * 5 = 70",1.0,100.0,False
model_A,2,97,"My choice is 2. What is 30 + 40?

Answer: 70",2.0,10.0,False
model_A,2,98,"My choice is 2. What is 98 + 86?

Answer: 184",2.0,10.0,False
model_A,2,99,"My choice is question 2.

3 * 5 = 15",2.0,50.0,False
model_A,2,100,"My choice is question 1.

79 + 38 = 117

ThereforeThe answer is 117.",1.0,10.0,False
model_A,3,1,My choice is 12 * 3 = 36.,1.0,100.0,False
model_A,3,2,"My choice is 19 * 2 = 38

The answer is 38.",1.0,100.0,False
model_A,3,3,My choice is 18 * 6 = 108.,1.0,100.0,False
model_A,3,4,My choice is 13 * 5 = 65.,1.0,50.0,False
model_A,3,5,"My choice is 2. What is 21 + 58?

Answer: 21 + 58 = 79",2.0,10.0,False
model_A,3,6,"My choice is question 2.

8 * 3 = 24",2.0,50.0,False
model_A,3,7,"My choice is question 1.

12 * 5 = 60",1.0,100.0,False
model_A,3,8,My choice is 16 * 7 = 112.,1.0,100.0,False
model_A,3,9,"My choice is question 3.

19 * 5 = 95",3.0,100.0,False
model_A,3,10,"My choice is question 1.

58 + 44 = 102",1.0,10.0,False
model_A,3,11,My choice is 16 * 5 = 80.,1.0,50.0,False
model_A,3,12,"My choice is question 3.

13 * 5 = 65",3.0,100.0,False
model_A,3,13,My choice is 16 * 5 = 80.,1.0,100.0,False
model_A,3,14,My choice is 13 * 4 = 52.,1.0,50.0,False
model_A,3,15,"My choice is question 2.

9 * 6 = 54",2.0,50.0,False
model_A,3,16,My choice is 15 * 8 = 120.,1.0,100.0,False
model_A,3,17,"My choice is question 2.

The answer is 12.",2.0,50.0,False
model_A,3,18,"My choice is question 1.

18 * 2 = 36",1.0,100.0,False
model_A,3,19,"My choice is 12 * 3 (100 points).

The answer is 36.",1.0,50.0,False
model_A,3,20,"My choice is 19 * 4 = 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 7",,,True
model_A,3,21,My choice is 15 * 8 = 120.,1.0,100.0,False
model_A,3,22,"My choice is 2. What is 76 + 67?

Answer: 76 + 67 = 143",2.0,10.0,False
model_A,3,23,My choice is 11 * 3 = 33.,1.0,100.0,False
model_A,3,24,"My choice is question 2.

7 * 3 = 21",2.0,50.0,False
model_A,3,25,"My choice is question 2.

The answer is 36.",2.0,50.0,False
model_A,3,26,"My choice is question 2.

8 * 7 = 56",2.0,50.0,False
model_A,3,27,"My choice is question 2.

3 * 2 = 6",2.0,50.0,False
model_A,3,28,"My choice is 3. What is 9 * 4?

Answer: 9 * 4 = 36",3.0,50.0,False
model_A,3,29,My choice is 11 * 2 = 22.,1.0,50.0,False
model_A,3,30,"My choice is question 1.

14 * 8 = 112

ThereforeThe answer is 112.",1.0,100.0,False
model_A,3,31,"My choice is question 2.

8 * 6 = 48",2.0,50.0,False
model_A,3,32,"My choice is 2. What is 94 + 72?

Answer: 94 + 72 = 166",2.0,10.0,False
model_A,3,33,My choice is 18 * 4 = 72.,1.0,100.0,False
model_A,3,34,"My choice is question 2.

14 * 8 = 112",2.0,100.0,False
model_A,3,35,"My choice is question 2.

2 * 3 = 6",2.0,50.0,False
model_A,3,36,My choice is 17 * 4 = 68.,1.0,100.0,False
model_A,3,37,"My choice is question 2.

12 * 3 = 36",2.0,100.0,False
model_A,3,38,"My choice is 2. What is 12 * 5?

Answer: 60",2.0,100.0,False
model_A,3,39,"My choice is question 2.

6 * 2 = 12",2.0,50.0,False
model_A,3,40,"My choice is question 2.

3 * 4 = 12",2.0,50.0,False
model_A,3,41,My choice is 15 * 2 = 30.,1.0,100.0,False
model_A,3,42,"My choice is question 2.

13 * 6 = 78",2.0,100.0,False
model_A,3,43,My choice is 2 * 3 = 6.,2.0,100.0,False
model_A,3,44,"My choice is question 3.

13 * 2 = 26",3.0,100.0,False
model_A,3,45,"My choice is question 3.

12 * 7 = 84",3.0,100.0,False
model_A,3,46,"My choice is question 1.

13 * 8 = 104",1.0,100.0,False
model_A,3,47,"My choice is question 2.

5 * 6 = 30",2.0,50.0,False
model_A,3,48,"My choice is question 2.

16 * 6 = 96",2.0,100.0,False
model_A,3,49,"My choice is 3. What is 16 * 6?

Answer: 16 * 6 = 96",3.0,100.0,False
model_A,3,50,"My choice is question 1.

8 * 7 = 56",1.0,50.0,False
model_A,3,51,"My choice is 17 * 7 (100 points).

17 * 7 = 119",1.0,50.0,False
model_A,3,52,"My choice is 1. What is 14 * 6? (100 points)

Answer: 14 * 6 = 84",1.0,100.0,False
model_A,3,53,"My choice is question 1.

10 + 76 = 86",1.0,10.0,False
model_A,3,54,"My choice is 2. What is 17 * 7?

Answer: 17 * 7 = 119",2.0,100.0,False
model_A,3,55,"My choice is question 2.

5 * 8 = 40",2.0,50.0,False
model_A,3,56,"My choice is question 2.

14 * 8 = 112",2.0,100.0,False
model_A,3,57,"My choice is 2. What is 13 * 3?

13 * 3 = 39",2.0,100.0,False
model_A,3,58,"My choice is question 2.

7 * 3 = 21",2.0,50.0,False
model_A,3,59,"My choice is 2. What is 18 * 3?

Answer: 18 * 3 = 54",2.0,100.0,False
model_A,3,60,"My choice is 2. What is 5 * 8?

Answer: 5 * 8 = 40",2.0,50.0,False
model_A,3,61,"My choice is question 1.

2 * 3 = 6",1.0,50.0,False
model_A,3,62,My choice is 18 * 4 = 72.,1.0,100.0,False
model_A,3,63,"My choice is 3. What is 7 * 9?

Answer: 7 * 9 = 63",3.0,50.0,False
model_A,3,64,"My choice is 2. What is 30 + 70?

Answer: 100",2.0,10.0,False
model_A,3,65,My choice is 12 * 6 = 72.,1.0,50.0,False
model_A,3,66,My choice is 13 * 5 = 65.,1.0,100.0,False
model_A,3,67,"My choice is 37 + 18 = 55

The answer is 55.",3.0,50.0,False
model_A,3,68,"My choice is question 1.

36 + 63 = 99",1.0,10.0,False
model_A,3,69,"My choice is 2. What is 8 * 5?

Answer: 8 * 5 = 40",2.0,50.0,False
model_A,3,70,"My choice is 2. What is 72 + 13?

Answer: 72 + 13 = 85",2.0,10.0,False
model_A,3,71,My choice is 11 * 3 = 33.,1.0,100.0,False
model_A,3,72,"My choice is 2. What is 2 * 6?

Answer: 2 * 6 = 12",2.0,50.0,False
model_A,3,73,"My choice is question 2.

17 * 6 = 102",2.0,100.0,False
model_A,3,74,"My choice is question 1.

14 * 3 = 42",1.0,100.0,False
model_A,3,75,"My choice is 2 * 4.

Answer: 2 * 4 = 8",2.0,100.0,False
model_A,3,76,My choice is 16 * 4 = 64.,1.0,100.0,False
model_A,3,77,"My choice is question 1.

17 * 8 = 136",1.0,100.0,False
model_A,3,78,"My choice is question 2.

15 * 3 = 45",2.0,100.0,False
model_A,3,79,"My choice is 2. What is 19 * 7?

Answer: 19 * 7 = 133",2.0,100.0,False
model_A,3,80,"My choice is question 1.

18 * 4 = 72",1.0,100.0,False
model_A,3,81,"My choice is question 2.

6 * 9 = 54",2.0,50.0,False
model_A,3,82,"My choice is question 1.

6 * 9 = 54",1.0,50.0,False
model_A,3,83,My choice is 18 * 5 = 90,1.0,50.0,False
model_A,3,84,"My choice is 19 * 5 = 95

The answer is 95.",1.0,100.0,False
model_A,3,85,"My choice is 2. What is 62 + 72?

62 + 72 = 134",2.0,10.0,False
model_A,3,86,"My choice is 1. What is 8 * 5?

Answer: 8 * 5 = 40",1.0,50.0,False
model_A,3,87,"My choice is 3. What is 8 * 7?

Answer: 8 * 7 = 56",3.0,50.0,False
model_A,3,88,My choice is 16 * 3 = 48.,1.0,100.0,False
model_A,3,89,"My choice is 2. What is 34 + 37?

34 + 37 = 71",2.0,10.0,False
model_A,3,90,My choice is 15 * 2 = 30.,1.0,50.0,False
model_A,3,91,"My choice is question 1.

The answer is 60.",1.0,10.0,False
model_A,3,92,"My choice is question 1.

18 * 7 = 126",1.0,100.0,False
model_A,3,93,"My choice is 2. What is 3 * 3?

Answer: 3 * 3 = 9",2.0,50.0,False
model_A,3,94,"My choice is question 1.

29 + 29 = 58",1.0,10.0,False
model_A,3,95,"My choice is 3. What is 18 * 9?

Answer: 162",3.0,100.0,False
model_A,3,96,"My choice is 1. What is 14 * 5?

Answer: 14 * 5 = 70",1.0,100.0,False
model_A,3,97,"My choice is 2. What is 30 + 40?

Answer: 70",2.0,10.0,False
model_A,3,98,"My choice is 2. What is 98 + 86?

Answer: 184",2.0,10.0,False
model_A,3,99,"My choice is question 2.

3 * 5 = 15",2.0,50.0,False
model_A,3,100,"My choice is question 1.

79 + 38 = 117

ThereforeThe answer is 117.",1.0,10.0,False
model_A,4,1,My choice is 12 * 3 = 36 (100 points),1.0,100.0,False
model_A,4,2,"My choice is 19 * 2 = 38

The answer is 38.",1.0,100.0,False
model_A,4,3,My choice is 18 * 6 = 108.,1.0,100.0,False
model_A,4,4,My choice is 13 * 5 = 65.,1.0,50.0,False
model_A,4,5,"My choice is 2. What is 21 + 58?

Answer: 21 + 58 = 79",2.0,10.0,False
model_A,4,6,"My choice is question 2.

8 * 3 = 24",2.0,50.0,False
model_A,4,7,My choice is 12 * 5 = 60.,1.0,100.0,False
model_A,4,8,My choice is 16 * 7 = 112.,1.0,100.0,False
model_A,4,9,"My choice is question 3.

19 * 5 = 95",3.0,100.0,False
model_A,4,10,"My choice is question 1.

58 + 44 = 102",1.0,10.0,False
model_A,4,11,My choice is 16 * 5 = 80.,1.0,50.0,False
model_A,4,12,"My choice is question 3.

13 * 5 = 65",3.0,100.0,False
model_A,4,13,My choice is 16 * 5 = 80.,1.0,100.0,False
model_A,4,14,My choice is 13 * 4 = 52.,1.0,50.0,False
model_A,4,15,"My choice is question 2.

9 * 6 = 54",2.0,50.0,False
model_A,4,16,"My choice is question 1.

15 * 8 = 120",1.0,100.0,False
model_A,4,17,"My choice is 2. What is 4 * 3?

Answer: 12",2.0,50.0,False
model_A,4,18,"My choice is question 1.

18 * 2 = 36",1.0,100.0,False
model_A,4,19,"My choice is 12 * 3 (100 points).

12 * 3 = 36",1.0,50.0,False
model_A,4,20,"My choice is 19 * 4 = 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 7",,,True
model_A,4,21,My choice is 15 * 8 = 120.,1.0,100.0,False
model_A,4,22,"My choice is 2. What is 76 + 67?

Answer: 76 + 67 = 143",2.0,10.0,False
model_A,4,23,My choice is 11 * 3 = 33.,1.0,100.0,False
model_A,4,24,"My choice is 2. What is 7 * 3?

Answer: 7 * 3 = 21",2.0,50.0,False
model_A,4,25,"My choice is question 2.

The answer is 36.",2.0,50.0,False
model_A,4,26,"My choice is question 2.

8 * 7 = 56",2.0,50.0,False
model_A,4,27,"My choice is 2. What is 3 * 2?

Answer: 3 * 2 = 6",2.0,50.0,False
model_A,4,28,"My choice is 3. What is 9 * 4?

Answer: 9 * 4 = 36",3.0,50.0,False
model_A,4,29,My choice is 11 * 2 = 22.,1.0,50.0,False
model_A,4,30,"My choice is question 1.

14 * 8 = 112

ThereforeThe answer is 112.",1.0,100.0,False
model_A,4,31,"My choice is 2. What is 8 * 6?

Answer: 8 * 6 = 48",2.0,50.0,False
model_A,4,32,"My choice is 2. What is 94 + 72?

Answer: 94 + 72 = 166",2.0,10.0,False
model_A,4,33,My choice is 18 * 4 = 72.,1.0,100.0,False
model_A,4,34,"My choice is question 2.

14 * 8 = 112",2.0,100.0,False
model_A,4,35,"My choice is question 2.

2 * 3 = 6",2.0,50.0,False
model_A,4,36,My choice is 17 * 4 = 68.,1.0,100.0,False
model_A,4,37,"My choice is question 1.

50 + 19 = 69",1.0,10.0,False
model_A,4,38,"My choice is 2. What is 12 * 5?

Answer: 12 * 5 = 60",2.0,100.0,False
model_A,4,39,"My choice is question 2.

6 * 2 = 12",2.0,50.0,False
model_A,4,40,"My choice is question 2.

3 * 4 = 12",2.0,50.0,False
model_A,4,41,My choice is 15 * 2 = 30.,1.0,100.0,False
model_A,4,42,"My choice is 2. What is 13 * 6?

Answer: 13 * 6 = 78",2.0,100.0,False
model_A,4,43,My choice is 2 * 3 = 6.,2.0,100.0,False
model_A,4,44,"My choice is question 3.

13 * 2 = 26",3.0,100.0,False
model_A,4,45,"My choice is question 3.

12 * 7 = 84",3.0,100.0,False
model_A,4,46,My choice is 13 * 8 = 104.,1.0,100.0,False
model_A,4,47,"My choice is question 2.

5 * 6 = 30",2.0,50.0,False
model_A,4,48,"My choice is question 2.

16 * 6 = 96",2.0,100.0,False
model_A,4,49,"My choice is 3. What is 16 * 6?

Answer: 16 * 6 = 96",3.0,100.0,False
model_A,4,50,"My choice is question 1.

8 * 7 = 56",1.0,50.0,False
model_A,4,51,My choice is 17 * 7 = 119.,1.0,50.0,False
model_A,4,52,"My choice is 1. What is 14 * 6? (100 points)

Answer: 14 * 6 = 84",1.0,100.0,False
model_A,4,53,"My choice is question 2.

17 * 3 = 51",2.0,100.0,False
model_A,4,54,"My choice is question 2.

17 * 7 = 119",2.0,100.0,False
model_A,4,55,"My choice is question 2.

5 * 8 = 40",2.0,50.0,False
model_A,4,56,"My choice is question 2.

14 * 8 = 112

ThereforeThe answer is 112.",2.0,100.0,False
model_A,4,57,"My choice is 2. What is 13 * 3?

13 * 3 = 39",2.0,100.0,False
model_A,4,58,"My choice is question 2.

7 * 3 = 21",2.0,50.0,False
model_A,4,59,"My choice is question 2.

18 * 3 = 54",2.0,100.0,False
model_A,4,60,"My choice is 2. What is 5 * 8?

Answer: 5 * 8 = 40",2.0,50.0,False
model_A,4,61,"My choice is question 1.

2 * 3 = 6",1.0,50.0,False
model_A,4,62,My choice is 18 * 4 = 72.,1.0,100.0,False
model_A,4,63,"My choice is 3. What is 7 * 9?

Answer: 7 * 9 = 63",3.0,50.0,False
model_A,4,64,"My choice is 2. What is 30 + 70?

Answer: 100",2.0,10.0,False
model_A,4,65,My choice is 12 * 6 = 72.,1.0,50.0,False
model_A,4,66,My choice is 13 * 5 = 65.,1.0,100.0,False
model_A,4,67,"My choice is 37 + 18 = 55

The answer is 55.",3.0,50.0,False
model_A,4,68,"My choice is question 1.

36 + 63 = 99",1.0,10.0,False
model_A,4,69,"My choice is question 2.

8 * 5 = 40",2.0,50.0,False
model_A,4,70,"My choice is 2. What is 72 + 13?

Answer: 72 + 13 = 85",2.0,10.0,False
model_A,4,71,My choice is 11 * 3 = 33.,1.0,100.0,False
model_A,4,72,"My choice is 2. What is 2 * 6?

Answer: 2 * 6 = 12",2.0,50.0,False
model_A,4,73,"My choice is question 2.

17 * 6 = 102",2.0,100.0,False
model_A,4,74,"My choice is question 1.

14 * 3 = 42",1.0,100.0,False
model_A,4,75,My choice is 2 * 4 = 8.,2.0,100.0,False
model_A,4,76,My choice is 16 * 4 = 64.,1.0,100.0,False
model_A,4,77,"My choice is question 1.

17 * 8 = 136

ThereforeThe answer is 136.",1.0,100.0,False
model_A,4,78,"My choice is question 2.

15 * 3 = 45",2.0,100.0,False
model_A,4,79,"My choice is 2. What is 19 * 7?

Answer: 19 * 7 = 133",2.0,100.0,False
model_A,4,80,"My choice is question 1.

18 * 4 = 72",1.0,100.0,False
model_A,4,81,"My choice is question 2.

6 * 9 = 54",2.0,50.0,False
model_A,4,82,"My choice is question 1.

6 * 9 = 54",1.0,50.0,False
model_A,4,83,My choice is 18 * 5 = 90,1.0,50.0,False
model_A,4,84,"My choice is question 1.

19 * 5 = 95",1.0,100.0,False
model_A,4,85,"My choice is 2. What is 62 + 72?

62 + 72 = 134",2.0,10.0,False
model_A,4,86,"My choice is 1. What is 8 * 5?

Answer: 8 * 5 = 40",1.0,50.0,False
model_A,4,87,"My choice is 3. What is 8 * 7?

Answer: 8 * 7 = 56",3.0,50.0,False
model_A,4,88,My choice is 16 * 3 = 48.,1.0,100.0,False
model_A,4,89,"My choice is 2. What is 34 + 37?

34 + 37 = 71",2.0,10.0,False
model_A,4,90,My choice is 15 * 2 = 30.,1.0,50.0,False
model_A,4,91,"My choice is question 1.

The answer is 60.",1.0,10.0,False
model_A,4,92,"My choice is question 1.

18 * 7 = 126",1.0,100.0,False
model_A,4,93,"My choice is 2. What is 3 * 3?

Answer: 3 * 3 = 9",2.0,50.0,False
model_A,4,94,"My choice is question 1.

29 + 29 = 58",1.0,10.0,False
model_A,4,95,"My choice is 3. What is 18 * 9?

Answer: 162",3.0,100.0,False
model_A,4,96,"My choice is 1. What is 14 * 5?

Answer: 14 * 5 = 70",1.0,100.0,False
model_A,4,97,"My choice is 2. What is 30 + 40?

Answer: 70",2.0,10.0,False
model_A,4,98,"My choice is 2. What is 98 + 86?

Answer: 184",2.0,10.0,False
model_A,4,99,"My choice is question 2.

3 * 5 = 15",2.0,50.0,False
model_A,4,100,"My choice is question 1.

79 + 38 = 117

ThereforeThe answer is 117.",1.0,10.0,False
model_A,5,1,My choice is 12 * 3 = 36 (100 points),1.0,100.0,False
model_A,5,2,"My choice is 19 * 2 = 38

The answer is 38.",1.0,100.0,False
model_A,5,3,My choice is 18 * 6 = 108.,1.0,100.0,False
model_A,5,4,My choice is 13 * 5 = 65.,1.0,50.0,False
model_A,5,5,"My choice is 2. What is 21 + 58?

Answer: 21 + 58 = 79",2.0,10.0,False
model_A,5,6,"My choice is question 2.

8 * 3 = 24",2.0,50.0,False
model_A,5,7,"My choice is question 1.

12 * 5 = 60",1.0,100.0,False
model_A,5,8,My choice is 16 * 7 = 112.,1.0,100.0,False
model_A,5,9,"My choice is question 3.

19 * 5 = 95",3.0,100.0,False
model_A,5,10,"My choice is question 1.

58 + 44 = 102",1.0,10.0,False
model_A,5,11,My choice is 16 * 5 = 80.,1.0,50.0,False
model_A,5,12,"My choice is question 3.

13 * 5 = 65",3.0,100.0,False
model_A,5,13,My choice is 16 * 5 = 80.,1.0,100.0,False
model_A,5,14,My choice is 13 * 4 = 52.,1.0,50.0,False
model_A,5,15,"My choice is question 2.

9 * 6 = 54",2.0,50.0,False
model_A,5,16,My choice is 15 * 8 = 120.,1.0,100.0,False
model_A,5,17,"My choice is question 2.

The answer is 12.",2.0,50.0,False
model_A,5,18,"My choice is 18 * 2 = 36

The answer is 36.",1.0,100.0,False
model_A,5,19,"My choice is 12 * 3 (100 points).

12 * 3 = 36",1.0,50.0,False
model_A,5,20,"My choice is 19 * 4 = 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 76

19 * 4 = 76

ThereforeThe answer is 7",,,True
model_A,5,21,My choice is 15 * 8 = 120.,1.0,100.0,False
model_A,5,22,"My choice is 2. What is 76 + 67?

Answer: 76 + 67 = 143",2.0,10.0,False
model_A,5,23,My choice is 11 * 3 = 33.,1.0,100.0,False
model_A,5,24,"My choice is question 2.

7 * 3 = 21",2.0,50.0,False
model_A,5,25,"My choice is question 2.

The answer is 36.",2.0,50.0,False
model_A,5,26,"My choice is question 2.

8 * 7 = 56",2.0,50.0,False
model_A,5,27,"My choice is 2. What is 3 * 2?

Answer: 3 * 2 = 6",2.0,50.0,False
model_A,5,28,"My choice is 3. What is 9 * 4?

Answer: 9 * 4 = 36",3.0,50.0,False
model_A,5,29,My choice is 11 * 2 = 22.,1.0,50.0,False
model_A,5,30,"My choice is 1. What is 14 * 8?

Answer: 112

14 * 8 = 112",1.0,100.0,False
model_A,5,31,"My choice is 2. What is 8 * 6?

Answer: 8 * 6 = 48",2.0,50.0,False
model_A,5,32,"My choice is 2. What is 94 + 72?

Answer: 94 + 72 = 166",2.0,10.0,False
model_A,5,33,My choice is 18 * 4 = 72.,1.0,100.0,False
model_A,5,34,"My choice is question 2.

14 * 8 = 112",2.0,100.0,False
model_A,5,35,"My choice is question 2.

2 * 3 = 6",2.0,50.0,False
model_A,5,36,My choice is 17 * 4 = 68.,1.0,100.0,False
model_A,5,37,"My choice is question 1.

50 + 19 = 69",1.0,10.0,False
model_A,5,38,"My choice is 2. What is 12 * 5?

Answer: 60",2.0,100.0,False
model_A,5,39,"My choice is question 2.

6 * 2 = 12",2.0,50.0,False
model_A,5,40,"My choice is question 2.

3 * 4 = 12",2.0,50.0,False
model_A,5,41,My choice is 15 * 2 = 30.,1.0,100.0,False
model_A,5,42,"My choice is question 2.

13 * 6 = 78",2.0,100.0,False
model_A,5,43,My choice is 2 * 3 = 6.,2.0,100.0,False
model_A,5,44,"My choice is question 3.

13 * 2 = 26",3.0,100.0,False
model_A,5,45,"My choice is question 3.

12 * 7 = 84",3.0,100.0,False
model_A,5,46,"My choice is question 1.

13 * 8 = 104",1.0,100.0,False
model_A,5,47,"My choice is question 2.

5 * 6 = 30",2.0,50.0,False
model_A,5,48,"My choice is 2. What is 16 * 6?

16 * 6 = 96",2.0,100.0,False
model_A,5,49,"My choice is 3. What is 16 * 6?

Answer: 16 * 6 = 96",3.0,100.0,False
model_A,5,50,"My choice is question 1.

8 * 7 = 56",1.0,50.0,False
model_A,5,51,My choice is 17 * 7 = 119,1.0,50.0,False
model_A,5,52,"My choice is 1. What is 14 * 6? (100 points)

Answer: 14 * 6 = 84",1.0,100.0,False
model_A,5,53,"My choice is question 1.

10 + 76 = 86",1.0,10.0,False
model_A,5,54,"My choice is question 1.

94 + 25 = 119",1.0,10.0,False
model_A,5,55,"My choice is question 2.

5 * 8 = 40",2.0,50.0,False
model_A,5,56,"My choice is question 2.

14 * 8 = 112

ThereforeThe answer is 112.",2.0,100.0,False
model_A,5,57,"My choice is 2. What is 13 * 3?

13 * 3 = 39",2.0,100.0,False
model_A,5,58,"My choice is question 2.

7 * 3 = 21",2.0,50.0,False
model_A,5,59,"My choice is 2. What is 18 * 3?

Answer: 18 * 3 = 54",2.0,100.0,False
model_A,5,60,"My choice is 2. What is 5 * 8?

Answer: 5 * 8 = 40",2.0,50.0,False
model_A,5,61,"My choice is question 1.

2 * 3 = 6",1.0,50.0,False
model_A,5,62,My choice is 18 * 4 = 72.,1.0,100.0,False
model_A,5,63,"My choice is 3. What is 7 * 9?

Answer: 7 * 9 = 63",3.0,50.0,False
model_A,5,64,"My choice is 2. What is 30 + 70?

Answer: 100

30 + 70 = 100",2.0,10.0,False
model_A,5,65,My choice is 12 * 6 = 72.,1.0,50.0,False
model_A,5,66,My choice is 13 * 5 = 65.,1.0,100.0,False
model_A,5,67,"My choice is 37 + 18 = 55

The answer is 55.",3.0,50.0,False
model_A,5,68,"My choice is 2. What is 17 * 9?

Answer: 17 * 9 = 153",2.0,100.0,False
model_A,5,69,"My choice is 2. What is 8 * 5?

Answer: 8 * 5 = 40",2.0,50.0,False
model_A,5,70,"My choice is 2. What is 72 + 13?

Answer: 72 + 13 = 85",2.0,10.0,False
model_A,5,71,"My choice is 11 * 3 = 33

The answer is 33.",1.0,100.0,False
model_A,5,72,"My choice is 2. What is 2 * 6?

Answer: 2 * 6 = 12",2.0,50.0,False
model_A,5,73,"My choice is question 2.

17 * 6 = 102",2.0,100.0,False
model_A,5,74,"My choice is question 1.

14 * 3 = 42",1.0,100.0,False
model_A,5,75,"My choice is 2 * 4.

Answer: 2 * 4 = 8",2.0,100.0,False
model_A,5,76,My choice is 16 * 4 = 64.,1.0,100.0,False
model_A,5,77,"My choice is question 1.

17 * 8 = 136",1.0,100.0,False
model_A,5,78,"My choice is question 2.

15 * 3 = 45",2.0,100.0,False
model_A,5,79,"My choice is question 1.

7 * 3 = 21",1.0,50.0,False
model_A,5,80,"My choice is question 1.

18 * 4 = 72",1.0,100.0,False
model_A,5,81,"My choice is question 2.

6 * 9 = 54",2.0,50.0,False
